Username,Datetime,Tweet,Clean,Tokenization,Lowercase,Normalize,Stopword,Hasil
MaxWin_Do_fu,2023-03-28 21:45:20+00:00,"Jd fix official teasure song FIFA U-20 World Cup dicancel??? 

INDONESIA siap Finalty, dibanned dari FIFA  dan batal main di World Cup U-20 😔",Jd fix official teasure song FIFA World Cup dicancel INDONESIA siap Finalty dibanned dari FIFA dan batal main di World Cup,"['Jd', 'fix', 'official', 'teasure', 'song', 'FIFA', 'World', 'Cup', 'dicancel', 'INDONESIA', 'siap', 'Finalty', 'dibanned', 'dari', 'FIFA', 'dan', 'batal', 'main', 'di', 'World', 'Cup']",jd fix official teasure song fifa world cup dicancel indonesia siap finalty dibanned dari fifa dan batal main di world cup,"['jadi', 'fix', 'official', 'teasure', 'song', 'fifa', 'world', 'cup', 'dicancel', 'indonesia', 'siap', 'finalty', 'dibanned', 'dari', 'fifa', 'dan', 'batal', 'main', 'di', 'world', 'cup']","['fix', 'official', 'teasure', 'song', 'fifa', 'world', 'cup', 'dicancel', 'indonesia', 'finalty', 'dibanned', 'fifa', 'batal', 'main', 'world', 'cup']",fix official teasure song fifa world cup dicancel indonesia finalty dibanned fifa batal main world cup
mickeykoew,2023-03-28 13:22:43+00:00,"Jd fix official teasure song FIFA U-20 World Cup dicancel??? 

INDONESIA siap Finalty, dibanned dari FIFA  dan batal main di World Cup U-20 😔

Politik ya politik, olahraga ya olahraga 🥱 https://t.co/f6sgoPS8lX",Jd fix official teasure song FIFA World Cup dicancel INDONESIA siap Finalty dibanned dari FIFA dan batal main di World Cup Politik ya politik olahraga ya olahraga,"['Jd', 'fix', 'official', 'teasure', 'song', 'FIFA', 'World', 'Cup', 'dicancel', 'INDONESIA', 'siap', 'Finalty', 'dibanned', 'dari', 'FIFA', 'dan', 'batal', 'main', 'di', 'World', 'Cup', 'Politik', 'ya', 'politik', 'olahraga', 'ya', 'olahraga']",jd fix official teasure song fifa world cup dicancel indonesia siap finalty dibanned dari fifa dan batal main di world cup politik ya politik olahraga ya olahraga,"['jadi', 'fix', 'official', 'teasure', 'song', 'fifa', 'world', 'cup', 'dicancel', 'indonesia', 'siap', 'finalty', 'dibanned', 'dari', 'fifa', 'dan', 'batal', 'main', 'di', 'world', 'cup', 'politik', 'iya', 'politik', 'olahraga', 'iya', 'olahraga']","['fix', 'official', 'teasure', 'song', 'fifa', 'world', 'cup', 'dicancel', 'indonesia', 'finalty', 'dibanned', 'fifa', 'batal', 'main', 'world', 'cup', 'politik', 'iya', 'politik', 'olahraga', 'iya', 'olahraga']",fix official teasure song fifa world cup dicancel indonesia finalty dibanned fifa batal main world cup politik iya politik olahraga iya olahraga
aboutmalangcom,2023-03-28 08:01:04+00:00,Kesedihan Hokky Caraka Jika FIFA Piala Dunia U-20 2023 Batal di Indonesia: Sweet Dreams Friends See You Soon https://t.co/YrKDKA7oJN,Kesedihan Hokky Caraka Jika FIFA Piala Dunia  Batal di Indonesia Sweet Dreams Friends See You Soon,"['Kesedihan', 'Hokky', 'Caraka', 'Jika', 'FIFA', 'Piala', 'Dunia', 'Batal', 'di', 'Indonesia', 'Sweet', 'Dreams', 'Friends', 'See', 'You', 'Soon']",kesedihan hokky caraka jika fifa piala dunia batal di indonesia sweet dreams friends see you soon,"['kesedihan', 'hokky', 'caraka', 'jika', 'fifa', 'piala', 'dunia', 'batal', 'di', 'indonesia', 'sweet', 'dreams', 'friends', 'see', 'you', 'soon']","['kesedihan', 'hokky', 'caraka', 'fifa', 'piala', 'dunia', 'batal', 'indonesia', 'sweet', 'dreams', 'friends', 'see', 'you', 'soon']",kesedihan hokky caraka fifa piala dunia batal indonesia sweet dreams friends see you soon
JuanSGultomm,2023-03-28 07:54:32+00:00,"Jika nanti Indonesia batal jadi tuan rumah FIFA WC U-20, dampak dari pembatalan ini ga hanya untuk sepakbola tapi juga untuk semua cabang olahraga. Acara olahraga tingkat dunia hampir ga mungkin digelar di Indonesia. Paling maksimal hanya sampai tingkat Asia.

Sangat buruk :).",Jika nanti Indonesia batal jadi tuan rumah FIFA WC dampak dari pembatalan ini ga hanya untuk sepakbola tapi juga untuk semua cabang olahraga Acara olahraga tingkat dunia hampir ga mungkin digelar di Indonesia Paling maksimal hanya sampai tingkat Asia Sangat buruk,"['Jika', 'nanti', 'Indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'FIFA', 'WC', 'dampak', 'dari', 'pembatalan', 'ini', 'ga', 'hanya', 'untuk', 'sepakbola', 'tapi', 'juga', 'untuk', 'semua', 'cabang', 'olahraga', 'Acara', 'olahraga', 'tingkat', 'dunia', 'hampir', 'ga', 'mungkin', 'digelar', 'di', 'Indonesia', 'Paling', 'maksimal', 'hanya', 'sampai', 'tingkat', 'Asia', 'Sangat', 'buruk']",jika nanti indonesia batal jadi tuan rumah fifa wc dampak dari pembatalan ini ga hanya untuk sepakbola tapi juga untuk semua cabang olahraga acara olahraga tingkat dunia hampir ga mungkin digelar di indonesia paling maksimal hanya sampai tingkat asia sangat buruk,"['jika', 'nanti', 'indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'fifa', 'wc', 'dampak', 'dari', 'pembatalan', 'ini', 'ga', 'hanya', 'untuk', 'sepakbola', 'tapi', 'juga', 'untuk', 'semua', 'cabang', 'olahraga', 'acara', 'olahraga', 'tingkat', 'dunia', 'hampir', 'ga', 'mungkin', 'digelar', 'di', 'indonesia', 'paling', 'maksimal', 'hanya', 'sampai', 'tingkat', 'asia', 'sangat', 'buruk']","['indonesia', 'batal', 'tuan', 'rumah', 'fifa', 'wc', 'dampak', 'pembatalan', 'ga', 'sepakbola', 'cabang', 'olahraga', 'acara', 'olahraga', 'tingkat', 'dunia', 'ga', 'digelar', 'indonesia', 'maksimal', 'tingkat', 'asia', 'buruk']",indonesia batal tuan rumah fifa wc dampak pembatalan ga sepakbola cabang olahraga acara olahraga tingkat dunia ga digelar indonesia maksimal tingkat asia buruk
drogonberman,2023-03-28 05:17:46+00:00,"@idextratime Sedih asli ya kalo pildun u-20 bener fix batal di Indonesia cuma gara-gara pejabat2 yang lagi caper!! Bgsstttt 🥲 lagian ini wakanda sok-sokan nolak, berasa negaranya langganan main pildun kali ye.. jadi mikir fifa bakalan denger.",Sedih asli ya kalo pildun u  bener fix batal di Indonesia cuma gara gara pejabat yang lagi caper Bgsstttt lagian ini wakanda sok sokan nolak berasa negaranya langganan main pildun kali ye jadi mikir fifa bakalan denger,"['Sedih', 'asli', 'ya', 'kalo', 'pildun', 'u', 'bener', 'fix', 'batal', 'di', 'Indonesia', 'cuma', 'gara', 'gara', 'pejabat', 'yang', 'lagi', 'caper', 'Bgsstttt', 'lagian', 'ini', 'wakanda', 'sok', 'sokan', 'nolak', 'berasa', 'negaranya', 'langganan', 'main', 'pildun', 'kali', 'ye', 'jadi', 'mikir', 'fifa', 'bakalan', 'denger']",sedih asli ya kalo pildun u bener fix batal di indonesia cuma gara gara pejabat yang lagi caper bgsstttt lagian ini wakanda sok sokan nolak berasa negaranya langganan main pildun kali ye jadi mikir fifa bakalan denger,"['sedih', 'asli', 'iya', 'kalau', 'piala', 'dunia', 'kamu', 'benar', 'fix', 'batal', 'di', 'indonesia', 'cuma', 'gara', 'gara', 'pejabat', 'yang', 'lagi', 'cari', 'perhatian', 'bgsstttt', 'lagian', 'ini', 'wakanda', 'sok', 'sokan', 'nolak', 'berasa', 'negaranya', 'langganan', 'main', 'piala', 'dunia', 'kali', 'ye', 'jadi', 'mikir', 'fifa', 'akan', 'denger']","['sedih', 'asli', 'iya', 'piala', 'dunia', 'fix', 'batal', 'indonesia', 'gara', 'gara', 'pejabat', 'cari', 'perhatian', 'bgsstttt', 'wakanda', 'sok', 'sokan', 'nolak', 'berasa', 'negaranya', 'langganan', 'main', 'piala', 'dunia', 'ye', 'mikir', 'fifa', 'denger']",sedih asli iya piala dunia fix batal indonesia gara gara pejabat cari perhatian bgsstttt wakanda sok sokan nolak berasa negaranya langganan main piala dunia ye mikir fifa denger
troublesolver_,2023-03-28 04:35:15+00:00,"@Indrabeant23 @andri_properti @FaktaSepakbola 1. mau nunggu selama apa timnas senior masuk piala dunia? mau nunggu haaland sama mbappe dinaturalisasi indonesia kah?
2. kita gatau berapa lama indonesia di banned FIFA kalo amit2nya WC U-20 batal. apakah 10 thn? 15 thn? 20 thn?
3. liga mati, masi produktifkah doi main bola?", mau nunggu selama apa timnas senior masuk piala dunia mau nunggu haaland sama mbappe dinaturalisasi indonesia kah  kita gatau berapa lama indonesia di banned FIFA kalo amitnya WC batal apakah  thn  thn  thn  liga mati masi produktifkah doi main bola,"['mau', 'nunggu', 'selama', 'apa', 'timnas', 'senior', 'masuk', 'piala', 'dunia', 'mau', 'nunggu', 'haaland', 'sama', 'mbappe', 'dinaturalisasi', 'indonesia', 'kah', 'kita', 'gatau', 'berapa', 'lama', 'indonesia', 'di', 'banned', 'FIFA', 'kalo', 'amitnya', 'WC', 'batal', 'apakah', 'thn', 'thn', 'thn', 'liga', 'mati', 'masi', 'produktifkah', 'doi', 'main', 'bola']",mau nunggu selama apa timnas senior masuk piala dunia mau nunggu haaland sama mbappe dinaturalisasi indonesia kah kita gatau berapa lama indonesia di banned fifa kalo amitnya wc batal apakah thn thn thn liga mati masi produktifkah doi main bola,"['mau', 'nunggu', 'selama', 'apa', 'timnas', 'senior', 'masuk', 'piala', 'dunia', 'mau', 'nunggu', 'haaland', 'sama', 'mbappe', 'dinaturalisasi', 'indonesia', 'kah', 'kita', 'gatau', 'berapa', 'lama', 'indonesia', 'di', 'banned', 'fifa', 'kalau', 'amitnya', 'wc', 'batal', 'apakah', 'tahun', 'tahun', 'tahun', 'liga', 'mati', 'masi', 'produktifkah', 'doi', 'main', 'bola']","['nunggu', 'timnas', 'senior', 'piala', 'dunia', 'nunggu', 'haaland', 'mbappe', 'dinaturalisasi', 'indonesia', 'kah', 'gatau', 'indonesia', 'banned', 'fifa', 'amitnya', 'wc', 'batal', 'tahun', 'tahun', 'tahun', 'liga', 'mati', 'masi', 'produktifkah', 'doi', 'main', 'bola']",nunggu timnas senior piala dunia nunggu haaland mbappe dinaturalisasi indonesia kah gatau indonesia banned fifa amitnya wc batal tahun tahun tahun liga mati masi produktifkah doi main bola
sahdam_tri,2023-03-28 03:54:42+00:00,"Kasian anak muda indonesia punya impian main di piala dunia dan skrg udah di depan mata malah begini, kita gabisa milih negara siapa aja yg bermasalah atau ga peserta u-20 ini dan kalo bener kejadian gajadi atau batal yg pasti fifa bakalan sanksi indonesia berat sih yakin gue",Kasian anak muda indonesia punya impian main di piala dunia dan skrg udah di depan mata malah begini kita gabisa milih negara siapa aja yg bermasalah atau ga peserta u  ini dan kalo bener kejadian gajadi atau batal yg pasti fifa bakalan sanksi indonesia berat sih yakin gue,"['Kasian', 'anak', 'muda', 'indonesia', 'punya', 'impian', 'main', 'di', 'piala', 'dunia', 'dan', 'skrg', 'udah', 'di', 'depan', 'mata', 'malah', 'begini', 'kita', 'gabisa', 'milih', 'negara', 'siapa', 'aja', 'yg', 'bermasalah', 'atau', 'ga', 'peserta', 'u', 'ini', 'dan', 'kalo', 'bener', 'kejadian', 'gajadi', 'atau', 'batal', 'yg', 'pasti', 'fifa', 'bakalan', 'sanksi', 'indonesia', 'berat', 'sih', 'yakin', 'gue']",kasian anak muda indonesia punya impian main di piala dunia dan skrg udah di depan mata malah begini kita gabisa milih negara siapa aja yg bermasalah atau ga peserta u ini dan kalo bener kejadian gajadi atau batal yg pasti fifa bakalan sanksi indonesia berat sih yakin gue,"['kasian', 'anak', 'muda', 'indonesia', 'punya', 'impian', 'main', 'di', 'piala', 'dunia', 'dan', 'sekarang', 'sudah', 'di', 'depan', 'mata', 'bahkan', 'begini', 'kita', 'gabisa', 'milih', 'negara', 'siapa', 'saja', 'yang', 'bermasalah', 'atau', 'ga', 'peserta', 'kamu', 'ini', 'dan', 'kalau', 'benar', 'kejadian', 'gajadi', 'atau', 'batal', 'yang', 'pasti', 'fifa', 'akan', 'sanksi', 'indonesia', 'berat', 'sih', 'yakin', 'saya']","['kasian', 'anak', 'muda', 'indonesia', 'impian', 'main', 'piala', 'dunia', 'gabisa', 'milih', 'negara', 'bermasalah', 'ga', 'peserta', 'kejadian', 'gajadi', 'batal', 'fifa', 'sanksi', 'indonesia', 'berat', 'sih']",kasian anak muda indonesia impian main piala dunia gabisa milih negara bermasalah ga peserta kejadian gajadi batal fifa sanksi indonesia berat sih
AgungOk04369763,2023-03-27 13:41:06+00:00,@03__nakula Sudah fix yh Indonesia batal jdi tuan rumah pildun U-20 Peru sudah ditunjuk langsung sama FIFA jdi GK ush teriak lgi tolak Israel main disini puas elo2 pada semua yg pada mabok agama tujuannya berhasil membuat Indonesia jdi malu dan menanggung sangsi dari FIFA nnti,Sudah fix yh Indonesia batal jdi tuan rumah pildun Peru sudah ditunjuk langsung sama FIFA jdi GK ush teriak lgi tolak Israel main disini puas elo pada semua yg pada mabok agama tujuannya berhasil membuat Indonesia jdi malu dan menanggung sangsi dari FIFA nnti,"['Sudah', 'fix', 'yh', 'Indonesia', 'batal', 'jdi', 'tuan', 'rumah', 'pildun', 'Peru', 'sudah', 'ditunjuk', 'langsung', 'sama', 'FIFA', 'jdi', 'GK', 'ush', 'teriak', 'lgi', 'tolak', 'Israel', 'main', 'disini', 'puas', 'elo', 'pada', 'semua', 'yg', 'pada', 'mabok', 'agama', 'tujuannya', 'berhasil', 'membuat', 'Indonesia', 'jdi', 'malu', 'dan', 'menanggung', 'sangsi', 'dari', 'FIFA', 'nnti']",sudah fix yh indonesia batal jdi tuan rumah pildun peru sudah ditunjuk langsung sama fifa jdi gk ush teriak lgi tolak israel main disini puas elo pada semua yg pada mabok agama tujuannya berhasil membuat indonesia jdi malu dan menanggung sangsi dari fifa nnti,"['sudah', 'fix', 'yh', 'indonesia', 'batal', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'peru', 'sudah', 'ditunjuk', 'langsung', 'sama', 'fifa', 'jadi', 'gk', 'ush', 'teriak', 'lagi', 'tolak', 'israel', 'main', 'disini', 'puas', 'elo', 'pada', 'semua', 'yang', 'pada', 'mabok', 'agama', 'tujuannya', 'berhasil', 'membuat', 'indonesia', 'jadi', 'malu', 'dan', 'menanggung', 'sangsi', 'dari', 'fifa', 'nnti']","['fix', 'yh', 'indonesia', 'batal', 'tuan', 'rumah', 'piala', 'dunia', 'peru', 'fifa', 'gk', 'ush', 'teriak', 'tolak', 'israel', 'main', 'puas', 'elo', 'mabok', 'agama', 'tujuannya', 'berhasil', 'indonesia', 'malu', 'menanggung', 'sangsi', 'fifa', 'nnti']",fix yh indonesia batal tuan rumah piala dunia peru fifa gk ush teriak tolak israel main puas elo mabok agama tujuannya berhasil indonesia malu menanggung sangsi fifa nnti
LoboYohanes,2023-03-27 12:44:02+00:00,"@mohmahfudmd APABILA INDONESIA BATAL GELAR PIALA DUNIA U-20 DAN DI-BANNED FIFA
1. Timnas Israel masih bisa berlaga di event Internasional.
2. Timnas Palestina pun masih bisa berlaga di event Internasional.
3. Suporter Israel masih bisa happy lihat timnas-nya main.",APABILA INDONESIA BATAL GELAR PIALA DUNIA DAN DI BANNED FIFA  Timnas Israel masih bisa berlaga di event Internasional  Timnas Palestina pun masih bisa berlaga di event Internasional  Suporter Israel masih bisa happy lihat timnas nya main,"['APABILA', 'INDONESIA', 'BATAL', 'GELAR', 'PIALA', 'DUNIA', 'DAN', 'DI', 'BANNED', 'FIFA', 'Timnas', 'Israel', 'masih', 'bisa', 'berlaga', 'di', 'event', 'Internasional', 'Timnas', 'Palestina', 'pun', 'masih', 'bisa', 'berlaga', 'di', 'event', 'Internasional', 'Suporter', 'Israel', 'masih', 'bisa', 'happy', 'lihat', 'timnas', 'nya', 'main']",apabila indonesia batal gelar piala dunia dan di banned fifa timnas israel masih bisa berlaga di event internasional timnas palestina pun masih bisa berlaga di event internasional suporter israel masih bisa happy lihat timnas nya main,"['apabila', 'indonesia', 'batal', 'gelar', 'piala', 'dunia', 'dan', 'di', 'banned', 'fifa', 'timnas', 'israel', 'masih', 'bisa', 'berlaga', 'di', 'event', 'internasional', 'timnas', 'palestina', 'pun', 'masih', 'bisa', 'berlaga', 'di', 'event', 'internasional', 'suporter', 'israel', 'masih', 'bisa', 'bahagia', 'lihat', 'timnas', 'nya', 'main']","['indonesia', 'batal', 'gelar', 'piala', 'dunia', 'banned', 'fifa', 'timnas', 'israel', 'berlaga', 'event', 'internasional', 'timnas', 'palestina', 'berlaga', 'event', 'internasional', 'suporter', 'israel', 'bahagia', 'timnas', 'main']",indonesia batal gelar piala dunia banned fifa timnas israel berlaga event internasional timnas palestina berlaga event internasional suporter israel bahagia timnas main
antarkitastudio,2023-03-27 11:29:43+00:00,Indonesia batal Fifa Piala Dunia U-20? Mungkin kelasnya emang baru liga tarkam sama 17 agustus &amp; RTRW cup. Hahaha  #FIFA #Batal,Indonesia batal Fifa Piala Dunia Mungkin kelasnya emang baru liga tarkam sama  agustus amp RTRW cup Hahaha FIFA Batal,"['Indonesia', 'batal', 'Fifa', 'Piala', 'Dunia', 'Mungkin', 'kelasnya', 'emang', 'baru', 'liga', 'tarkam', 'sama', 'agustus', 'amp', 'RTRW', 'cup', 'Hahaha', 'FIFA', 'Batal']",indonesia batal fifa piala dunia mungkin kelasnya emang baru liga tarkam sama agustus amp rtrw cup hahaha fifa batal,"['indonesia', 'batal', 'fifa', 'piala', 'dunia', 'mungkin', 'kelasnya', 'emang', 'baru', 'liga', 'tarkam', 'sama', 'agustus', 'amp', 'rtrw', 'cup', 'hahaha', 'fifa', 'batal']","['indonesia', 'batal', 'fifa', 'piala', 'dunia', 'kelasnya', 'emang', 'liga', 'tarkam', 'agustus', 'amp', 'rtrw', 'cup', 'hahaha', 'fifa', 'batal']",indonesia batal fifa piala dunia kelasnya emang liga tarkam agustus amp rtrw cup hahaha fifa batal
aw_yena,2023-03-27 05:28:30+00:00,"@SiaranBolaLive Ganjar ""Indonesia ini cuma kurang orang yang bertanggungjawab.""

Oke. Let's see pertanggungjawaban dia apa jika pildun u-20 batal? Masa nolak doang tapi gak ngasih solusi ketika bangsa sendiri terancam rugi. Ya minimal lobi pihak fifa biar Indonesia bs tetep main &amp; gk diban",Ganjar Indonesia ini cuma kurang orang yang bertanggungjawab Oke Let s see pertanggungjawaban dia apa jika pildun u  batal Masa nolak doang tapi gak ngasih solusi ketika bangsa sendiri terancam rugi Ya minimal lobi pihak fifa biar Indonesia bs tetep main amp gk diban,"['Ganjar', 'Indonesia', 'ini', 'cuma', 'kurang', 'orang', 'yang', 'bertanggungjawab', 'Oke', 'Let', 's', 'see', 'pertanggungjawaban', 'dia', 'apa', 'jika', 'pildun', 'u', 'batal', 'Masa', 'nolak', 'doang', 'tapi', 'gak', 'ngasih', 'solusi', 'ketika', 'bangsa', 'sendiri', 'terancam', 'rugi', 'Ya', 'minimal', 'lobi', 'pihak', 'fifa', 'biar', 'Indonesia', 'bs', 'tetep', 'main', 'amp', 'gk', 'diban']",ganjar indonesia ini cuma kurang orang yang bertanggungjawab oke let s see pertanggungjawaban dia apa jika pildun u batal masa nolak doang tapi gak ngasih solusi ketika bangsa sendiri terancam rugi ya minimal lobi pihak fifa biar indonesia bs tetep main amp gk diban,"['ganjar', 'indonesia', 'ini', 'cuma', 'kurang', 'orang', 'yang', 'bertanggungjawab', 'oke', 'let', 's', 'see', 'pertanggungjawaban', 'dia', 'apa', 'jika', 'piala', 'dunia', 'kamu', 'batal', 'masa', 'nolak', 'doang', 'tapi', 'tidak', 'memberikan', 'solusi', 'ketika', 'bangsa', 'sendiri', 'terancam', 'rugi', 'iya', 'minimal', 'lobi', 'pihak', 'fifa', 'biar', 'indonesia', 'bisa', 'tetap', 'main', 'amp', 'gk', 'diban']","['ganjar', 'indonesia', 'bertanggungjawab', 'oke', 'let', 'see', 'pertanggungjawaban', 'piala', 'dunia', 'batal', 'nolak', 'doang', 'solusi', 'bangsa', 'terancam', 'rugi', 'iya', 'minimal', 'lobi', 'fifa', 'biar', 'indonesia', 'main', 'amp', 'gk', 'diban']",ganjar indonesia bertanggungjawab oke let see pertanggungjawaban piala dunia batal nolak doang solusi bangsa terancam rugi iya minimal lobi fifa biar indonesia main amp gk diban
iccank_Asli,2023-03-27 04:39:48+00:00,"@FaktaSepakbola @SiaranBolaLive *BILA INDONESIA BATAL GELAR PIALA DUNIA U-20 DAN DI-BANNED FIFA:*
1. Timnas Israel masih bisa berlaga di event Internasional.
2. Timnas Palestina pun masih bisa berlaga di event Internasional.
3. Suporter Israel masih bisa happy lihat timnas-nya main.
4. Suporter Palestina pun",BILA INDONESIA BATAL GELAR PIALA DUNIA DAN DI BANNED FIFA  Timnas Israel masih bisa berlaga di event Internasional  Timnas Palestina pun masih bisa berlaga di event Internasional  Suporter Israel masih bisa happy lihat timnas nya main  Suporter Palestina pun,"['BILA', 'INDONESIA', 'BATAL', 'GELAR', 'PIALA', 'DUNIA', 'DAN', 'DI', 'BANNED', 'FIFA', 'Timnas', 'Israel', 'masih', 'bisa', 'berlaga', 'di', 'event', 'Internasional', 'Timnas', 'Palestina', 'pun', 'masih', 'bisa', 'berlaga', 'di', 'event', 'Internasional', 'Suporter', 'Israel', 'masih', 'bisa', 'happy', 'lihat', 'timnas', 'nya', 'main', 'Suporter', 'Palestina', 'pun']",bila indonesia batal gelar piala dunia dan di banned fifa timnas israel masih bisa berlaga di event internasional timnas palestina pun masih bisa berlaga di event internasional suporter israel masih bisa happy lihat timnas nya main suporter palestina pun,"['bila', 'indonesia', 'batal', 'gelar', 'piala', 'dunia', 'dan', 'di', 'banned', 'fifa', 'timnas', 'israel', 'masih', 'bisa', 'berlaga', 'di', 'event', 'internasional', 'timnas', 'palestina', 'pun', 'masih', 'bisa', 'berlaga', 'di', 'event', 'internasional', 'suporter', 'israel', 'masih', 'bisa', 'bahagia', 'lihat', 'timnas', 'nya', 'main', 'suporter', 'palestina', 'pun']","['indonesia', 'batal', 'gelar', 'piala', 'dunia', 'banned', 'fifa', 'timnas', 'israel', 'berlaga', 'event', 'internasional', 'timnas', 'palestina', 'berlaga', 'event', 'internasional', 'suporter', 'israel', 'bahagia', 'timnas', 'main', 'suporter', 'palestina']",indonesia batal gelar piala dunia banned fifa timnas israel berlaga event internasional timnas palestina berlaga event internasional suporter israel bahagia timnas main suporter palestina
